GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0049700001,2,302,Mookie Blaylock,1610612737,Atlanta Hawks,1,11,44,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-6,147,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,7,124,Vlade Divac,1610612766,Charlotte Hornets,1,10,55,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,53,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,13,779,Glen Rice,1610612766,Charlotte Hornets,1,10,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,151,136,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,14,120,Steven Smith,1610612737,Atlanta Hawks,1,9,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,108,5,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,21,87,Dikembe Mutombo,1610612737,Atlanta Hawks,1,8,53,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,25,120,Steven Smith,1610612737,Atlanta Hawks,1,8,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,126,87,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,26,779,Glen Rice,1610612766,Charlotte Hornets,1,8,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-143,31,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,27,120,Steven Smith,1610612737,Atlanta Hawks,1,7,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-139,151,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,31,673,Alan Henderson,1610612737,Atlanta Hawks,1,7,21,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,37,120,Steven Smith,1610612737,Atlanta Hawks,1,6,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-6,244,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,49,673,Alan Henderson,1610612737,Atlanta Hawks,1,5,28,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,52,133,David Wesley,1610612766,Charlotte Hornets,1,5,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,113,1,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,53,302,Mookie Blaylock,1610612737,Atlanta Hawks,1,4,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-158,201,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,54,779,Glen Rice,1610612766,Charlotte Hornets,1,4,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-224,96,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,61,120,Steven Smith,1610612737,Atlanta Hawks,1,3,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-14,248,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,67,87,Dikembe Mutombo,1610612737,Atlanta Hawks,1,2,58,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,68,124,Vlade Divac,1610612766,Charlotte Hornets,1,2,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,18,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,71,120,Steven Smith,1610612737,Atlanta Hawks,1,2,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,136,203,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,72,193,Anthony Mason,1610612766,Charlotte Hornets,1,1,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,76,184,Bobby Phills,1610612766,Charlotte Hornets,1,1,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-194,164,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,87,184,Bobby Phills,1610612766,Charlotte Hornets,1,0,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-197,55,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,92,302,Mookie Blaylock,1610612737,Atlanta Hawks,2,11,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-1,248,1,1,19980423,CHH,ATL
Shot Chart Detail,0049700001,93,193,Anthony Mason,1610612766,Charlotte Hornets,2,11,20,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980423,CHH,ATL
