GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0049600001,2,275,Allan Houston,1610612752,New York Knicks,1,11,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-107,36,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,5,124,Vlade Divac,1610612766,Charlotte Hornets,1,11,30,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,29,47,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,7,913,Larry Johnson,1610612752,New York Knicks,1,10,59,Made Shot,Jump Shot,3PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,22,185,132,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,8,779,Glen Rice,1610612766,Charlotte Hornets,1,10,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,129,-7,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,13,913,Larry Johnson,1610612752,New York Knicks,1,9,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,17,779,Glen Rice,1610612766,Charlotte Hornets,1,9,25,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,116,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,18,913,Larry Johnson,1610612752,New York Knicks,1,9,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-161,4,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,20,121,Patrick Ewing,1610612752,New York Knicks,1,8,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,21,124,Vlade Divac,1610612766,Charlotte Hornets,1,8,15,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,22,121,Patrick Ewing,1610612752,New York Knicks,1,8,1,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,23,47,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,31,177,Muggsy Bogues,1610612766,Charlotte Hornets,1,7,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-140,88,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,35,275,Allan Houston,1610612752,New York Knicks,1,6,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,38,124,Vlade Divac,1610612766,Charlotte Hornets,1,6,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,47,779,Glen Rice,1610612766,Charlotte Hornets,1,4,54,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,50,177,Muggsy Bogues,1610612766,Charlotte Hornets,1,4,31,Made Shot,Jump Shot,3PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,179,132,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,51,121,Patrick Ewing,1610612752,New York Knicks,1,4,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,149,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,52,193,Anthony Mason,1610612766,Charlotte Hornets,1,3,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-129,-9,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,55,124,Vlade Divac,1610612766,Charlotte Hornets,1,3,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,149,-14,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,63,317,John Starks,1610612752,New York Knicks,1,2,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,70,164,Chris Childs,1610612752,New York Knicks,1,1,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,86,41,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,73,960,Tony Delk,1610612766,Charlotte Hornets,1,1,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19970424,NYK,CHH
Shot Chart Detail,0049600001,74,164,Chris Childs,1610612752,New York Knicks,1,1,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-131,123,1,1,19970424,NYK,CHH
