GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041200101,4,2547,Chris Bosh,1610612748,Miami Heat,1,11,35,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,6,2544,LeBron James,1610612748,Miami Heat,1,11,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,3,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,12,2617,Udonis Haslem,1610612748,Miami Heat,1,10,37,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,22,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,17,201601,Luc Mbah a Moute,1610612749,Milwaukee Bucks,1,10,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,18,2547,Chris Bosh,1610612748,Miami Heat,1,9,59,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,7,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,19,101145,Monta Ellis,1610612749,Milwaukee Bucks,1,9,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-198,19,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,20,2548,Dwyane Wade,1610612748,Miami Heat,1,9,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,1,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,31,202336,Larry Sanders,1610612749,Milwaukee Bucks,1,8,16,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,32,2547,Chris Bosh,1610612748,Miami Heat,1,7,56,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,233,71,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,34,202336,Larry Sanders,1610612749,Milwaukee Bucks,1,7,34,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-2,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,43,201596,Mario Chalmers,1610612748,Miami Heat,1,6,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,67,146,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,45,2544,LeBron James,1610612748,Miami Heat,1,6,43,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,52,2544,LeBron James,1610612748,Miami Heat,1,6,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,56,101141,Ersan Ilyasova,1610612749,Milwaukee Bucks,1,5,30,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-144,67,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,59,201943,Brandon Jennings,1610612749,Milwaukee Bucks,1,5,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-221,104,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,65,201943,Brandon Jennings,1610612749,Milwaukee Bucks,1,4,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,7,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,66,951,Ray Allen,1610612748,Miami Heat,1,4,8,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,70,99,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,76,101145,Monta Ellis,1610612749,Milwaukee Bucks,1,3,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-169,131,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,92,202327,Ekpe Udoh,1610612749,Milwaukee Bucks,1,2,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-92,77,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,100,2544,LeBron James,1610612748,Miami Heat,1,1,11,Made Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,6,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,106,201943,Brandon Jennings,1610612749,Milwaukee Bucks,1,0,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,125,202327,Ekpe Udoh,1610612749,Milwaukee Bucks,2,11,13,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,58,19,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,153,101145,Monta Ellis,1610612749,Milwaukee Bucks,2,9,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-202,1,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,169,2203,Shane Battier,1610612748,Miami Heat,2,7,53,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-239,48,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,176,2399,Mike Dunleavy,1610612749,Milwaukee Bucks,2,6,55,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,212,202336,Larry Sanders,1610612749,Milwaukee Bucks,2,5,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-114,26,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,235,201943,Brandon Jennings,1610612749,Milwaukee Bucks,2,3,52,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-34,123,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,237,2544,LeBron James,1610612748,Miami Heat,2,3,40,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,7,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,238,201943,Brandon Jennings,1610612749,Milwaukee Bucks,2,3,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,0,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,249,201943,Brandon Jennings,1610612749,Milwaukee Bucks,2,2,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,252,951,Ray Allen,1610612748,Miami Heat,2,2,27,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,47,175,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,257,201601,Luc Mbah a Moute,1610612749,Milwaukee Bucks,2,2,3,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,263,2547,Chris Bosh,1610612748,Miami Heat,2,1,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-101,67,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,264,101145,Monta Ellis,1610612749,Milwaukee Bucks,2,1,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-152,83,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,265,201596,Mario Chalmers,1610612748,Miami Heat,2,0,54,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,268,2548,Dwyane Wade,1610612748,Miami Heat,2,0,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,7,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,279,101145,Monta Ellis,1610612749,Milwaukee Bucks,3,11,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,184,178,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,280,201596,Mario Chalmers,1610612748,Miami Heat,3,11,13,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,97,34,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,284,2548,Dwyane Wade,1610612748,Miami Heat,3,10,34,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,3,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,288,2547,Chris Bosh,1610612748,Miami Heat,3,10,0,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-232,64,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,316,202708,Norris Cole,1610612748,Miami Heat,3,7,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-116,126,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,317,101145,Monta Ellis,1610612749,Milwaukee Bucks,3,7,38,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,318,2548,Dwyane Wade,1610612748,Miami Heat,3,7,22,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,324,101145,Monta Ellis,1610612749,Milwaukee Bucks,3,7,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,99,181,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,330,2548,Dwyane Wade,1610612748,Miami Heat,3,6,4,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,7,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,341,2544,LeBron James,1610612748,Miami Heat,3,5,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,351,201943,Brandon Jennings,1610612749,Milwaukee Bucks,3,4,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,91,236,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,362,101145,Monta Ellis,1610612749,Milwaukee Bucks,3,3,41,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,23,96,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,368,951,Ray Allen,1610612748,Miami Heat,3,3,14,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,242,4,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,369,203089,John Henson,1610612749,Milwaukee Bucks,3,3,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,3,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,371,101145,Monta Ellis,1610612749,Milwaukee Bucks,3,2,28,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,122,129,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,374,2544,LeBron James,1610612748,Miami Heat,3,1,53,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,376,2365,Chris Andersen,1610612748,Miami Heat,3,1,21,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,381,2365,Chris Andersen,1610612748,Miami Heat,3,0,45,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,0,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,401,951,Ray Allen,1610612748,Miami Heat,4,11,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,402,203089,John Henson,1610612749,Milwaukee Bucks,4,11,1,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,3,1,1,20130421,MIA,MIL
Shot Chart Detail,0041200101,406,203089,John Henson,1610612749,Milwaukee Bucks,4,10,19,Made Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,22,1,1,20130421,MIA,MIL
