GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0042000101,7,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,41,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,73,74,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,9,203458,Alex Len,1610612764,Washington Wizards,1,11,18,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-38,107,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,11,1627732,Ben Simmons,1610612755,Philadelphia 76ers,1,11,8,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,11,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,17,202699,Tobias Harris,1610612755,Philadelphia 76ers,1,10,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,-8,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,21,1627732,Ben Simmons,1610612755,Philadelphia 76ers,1,10,17,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,-13,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,25,202699,Tobias Harris,1610612755,Philadelphia 76ers,1,9,47,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,28,52,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,34,201566,Russell Westbrook,1610612764,Washington Wizards,1,8,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,29,71,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,41,202699,Tobias Harris,1610612755,Philadelphia 76ers,1,8,11,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-58,-4,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,72,202699,Tobias Harris,1610612755,Philadelphia 76ers,1,6,0,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,3,74,1,1,20210523,PHI,WAS
Shot Chart Detail,0042000101,76,202699,Tobias Harris,1610612755,Philadelphia 76ers,1,5,36,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7,79,1,1,20210523,PHI,WAS
