GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0040300101,12,1718,Paul Pierce,1610612738,Boston Celtics,1,10,44,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,20,186,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,17,1897,Metta World Peace,1610612754,Indiana Pacers,1,10,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,3,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,24,1897,Metta World Peace,1610612754,Indiana Pacers,1,10,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,0,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,27,1897,Metta World Peace,1610612754,Indiana Pacers,1,9,38,Made Shot,Finger Roll Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,17,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,28,1088,Chucky Atkins,1610612738,Boston Celtics,1,9,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-146,166,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,29,397,Reggie Miller,1610612754,Indiana Pacers,1,9,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,36,255,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,30,1088,Chucky Atkins,1610612738,Boston Celtics,1,8,44,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,13,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,31,979,Jermaine O'Neal,1610612754,Indiana Pacers,1,8,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-145,125,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,39,397,Reggie Miller,1610612754,Indiana Pacers,1,7,15,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,190,-1,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,42,1902,Jeff Foster,1610612754,Indiana Pacers,1,6,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,3,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,45,1548,Mark Blount,1610612738,Boston Celtics,1,6,22,Made Shot,Follow Up Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,2,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,49,979,Jermaine O'Neal,1610612754,Indiana Pacers,1,5,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,90,122,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,50,1718,Paul Pierce,1610612738,Boston Celtics,1,5,36,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,141,84,1,1,20040417,IND,BOS
Shot Chart Detail,0040300101,57,1088,Chucky Atkins,1610612738,Boston Celtics,1,5,6,Made Shot,Driving Finger Roll Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,5,25,1,1,20040417,IND,BOS
