GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041100101,4,201950,Jrue Holiday,1610612755,Philadelphia 76ers,1,11,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,201,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,5,2736,Luol Deng,1610612741,Chicago Bulls,1,11,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-19,205,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,11,2736,Luol Deng,1610612741,Chicago Bulls,1,10,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,14,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,14,201565,Derrick Rose,1610612741,Chicago Bulls,1,9,49,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,9,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,17,2430,Carlos Boozer,1610612741,Chicago Bulls,1,9,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-13,154,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,20,1888,Richard Hamilton,1610612741,Chicago Bulls,1,8,50,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-8,61,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,34,201950,Jrue Holiday,1610612755,Philadelphia 76ers,1,7,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,0,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,37,1882,Elton Brand,1610612755,Philadelphia 76ers,1,7,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-5,167,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,38,2430,Carlos Boozer,1610612741,Chicago Bulls,1,6,46,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-105,52,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,39,1882,Elton Brand,1610612755,Philadelphia 76ers,1,6,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-56,151,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,40,1888,Richard Hamilton,1610612741,Chicago Bulls,1,6,10,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-5,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,45,1888,Richard Hamilton,1610612741,Chicago Bulls,1,5,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-180,0,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,46,1882,Elton Brand,1610612755,Philadelphia 76ers,1,5,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-84,101,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,47,1888,Richard Hamilton,1610612741,Chicago Bulls,1,5,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,118,159,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,48,202730,Lavoy Allen,1610612755,Philadelphia 76ers,1,4,50,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,3,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,55,1882,Elton Brand,1610612755,Philadelphia 76ers,1,4,20,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,1,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,56,201149,Joakim Noah,1610612741,Chicago Bulls,1,4,3,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,15,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,78,201959,Taj Gibson,1610612741,Chicago Bulls,1,3,6,Made Shot,Putback Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,96,201152,Thaddeus Young,1610612755,Philadelphia 76ers,1,2,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,1,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,103,201152,Thaddeus Young,1610612755,Philadelphia 76ers,1,1,19,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-4,94,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,106,201152,Thaddeus Young,1610612755,Philadelphia 76ers,1,0,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-150,56,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,107,201959,Taj Gibson,1610612741,Chicago Bulls,1,0,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,0,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,109,101150,Lou Williams,1610612755,Philadelphia 76ers,1,0,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,189,108,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,114,201950,Jrue Holiday,1610612755,Philadelphia 76ers,2,11,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-84,146,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,117,202323,Evan Turner,1610612755,Philadelphia 76ers,2,11,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,50,140,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,119,2736,Luol Deng,1610612741,Chicago Bulls,2,10,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,181,181,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,124,2736,Luol Deng,1610612741,Chicago Bulls,2,10,8,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,7,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,126,201149,Joakim Noah,1610612741,Chicago Bulls,2,9,42,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,130,201228,C.J. Watson,1610612741,Chicago Bulls,2,9,15,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-144,173,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,155,1882,Elton Brand,1610612755,Philadelphia 76ers,2,7,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-134,108,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,157,2738,Andre Iguodala,1610612755,Philadelphia 76ers,2,6,47,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,4,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,175,201565,Derrick Rose,1610612741,Chicago Bulls,2,5,46,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,-6,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,176,1882,Elton Brand,1610612755,Philadelphia 76ers,2,5,21,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,146,25,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,195,201149,Joakim Noah,1610612741,Chicago Bulls,2,4,6,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,17,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,199,1888,Richard Hamilton,1610612741,Chicago Bulls,2,3,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-6,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,207,201565,Derrick Rose,1610612741,Chicago Bulls,2,2,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,208,201152,Thaddeus Young,1610612755,Philadelphia 76ers,2,2,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,4,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,209,201565,Derrick Rose,1610612741,Chicago Bulls,2,2,27,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,53,60,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,210,1882,Elton Brand,1610612755,Philadelphia 76ers,2,2,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-76,154,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,211,201565,Derrick Rose,1610612741,Chicago Bulls,2,1,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,89,146,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,222,201149,Joakim Noah,1610612741,Chicago Bulls,2,0,36,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,0,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,247,202323,Evan Turner,1610612755,Philadelphia 76ers,3,11,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,7,183,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,254,2738,Andre Iguodala,1610612755,Philadelphia 76ers,3,10,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,4,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,259,201950,Jrue Holiday,1610612755,Philadelphia 76ers,3,9,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-38,-11,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,260,1888,Richard Hamilton,1610612741,Chicago Bulls,3,9,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-152,123,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,273,201565,Derrick Rose,1610612741,Chicago Bulls,3,8,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,184,160,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,277,2736,Luol Deng,1610612741,Chicago Bulls,3,7,32,Made Shot,Alley Oop Layup shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,28,30,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,288,1882,Elton Brand,1610612755,Philadelphia 76ers,3,6,51,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-119,-6,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,296,201565,Derrick Rose,1610612741,Chicago Bulls,3,5,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-106,228,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,307,2430,Carlos Boozer,1610612741,Chicago Bulls,3,5,6,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-57,0,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,312,201950,Jrue Holiday,1610612755,Philadelphia 76ers,3,4,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,15,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,335,201152,Thaddeus Young,1610612755,Philadelphia 76ers,3,3,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,-2,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,340,202323,Evan Turner,1610612755,Philadelphia 76ers,3,3,12,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,0,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,346,2738,Andre Iguodala,1610612755,Philadelphia 76ers,3,2,54,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,1,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,371,2594,Kyle Korver,1610612741,Chicago Bulls,3,1,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,136,201,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,381,201950,Jrue Holiday,1610612755,Philadelphia 76ers,3,0,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-37,7,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,401,2594,Kyle Korver,1610612741,Chicago Bulls,4,10,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,135,157,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,404,2594,Kyle Korver,1610612741,Chicago Bulls,4,10,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-139,118,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,420,202323,Evan Turner,1610612755,Philadelphia 76ers,4,9,16,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,113,-10,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,429,2736,Luol Deng,1610612741,Chicago Bulls,4,8,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-136,123,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,446,2736,Luol Deng,1610612741,Chicago Bulls,4,7,32,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,173,94,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,449,2594,Kyle Korver,1610612741,Chicago Bulls,4,7,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-147,138,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,450,201152,Thaddeus Young,1610612755,Philadelphia 76ers,4,6,34,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-34,52,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,451,201565,Derrick Rose,1610612741,Chicago Bulls,4,6,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-133,242,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,475,2594,Kyle Korver,1610612741,Chicago Bulls,4,4,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-144,140,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,477,201150,Spencer Hawes,1610612755,Philadelphia 76ers,4,4,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,9,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,497,2736,Luol Deng,1610612741,Chicago Bulls,4,3,3,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-18,50,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,508,201565,Derrick Rose,1610612741,Chicago Bulls,4,2,25,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,73,28,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,509,201950,Jrue Holiday,1610612755,Philadelphia 76ers,4,2,13,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-133,91,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,511,202730,Lavoy Allen,1610612755,Philadelphia 76ers,4,1,34,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,9,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,524,2430,Carlos Boozer,1610612741,Chicago Bulls,4,0,59,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-133,22,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,529,201149,Joakim Noah,1610612741,Chicago Bulls,4,0,21,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-52,-3,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100101,531,201150,Spencer Hawes,1610612755,Philadelphia 76ers,4,0,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,136,145,1,1,20120428,CHI,PHI
Shot Chart Detail,0041100102,8,2430,Carlos Boozer,1610612741,Chicago Bulls,1,11,23,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,17,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,9,201950,Jrue Holiday,1610612755,Philadelphia 76ers,1,11,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,11,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,10,201149,Joakim Noah,1610612741,Chicago Bulls,1,10,53,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,14,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,11,1882,Elton Brand,1610612755,Philadelphia 76ers,1,10,30,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-43,115,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,14,202323,Evan Turner,1610612755,Philadelphia 76ers,1,10,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-84,145,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,15,1888,Richard Hamilton,1610612741,Chicago Bulls,1,9,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,12,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,21,201950,Jrue Holiday,1610612755,Philadelphia 76ers,1,8,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-134,215,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,22,2430,Carlos Boozer,1610612741,Chicago Bulls,1,8,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,143,69,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,25,2736,Luol Deng,1610612741,Chicago Bulls,1,8,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,196,7,1,1,20120501,CHI,PHI
Shot Chart Detail,0041100102,28,201149,Joakim Noah,1610612741,Chicago Bulls,1,7,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,177,7,1,1,20120501,CHI,PHI
