GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041400101,2,2207,Joe Johnson,1610612751,Brooklyn Nets,1,11,38,Made Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,41,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,3,2594,Kyle Korver,1610612737,Atlanta Hawks,1,11,21,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,124,209,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,8,201143,Al Horford,1610612737,Atlanta Hawks,1,10,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,0,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,15,203900,Markel Brown,1610612751,Brooklyn Nets,1,9,56,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,37,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,20,201952,Jeff Teague,1610612737,Atlanta Hawks,1,9,26,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,7,50,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,31,201572,Brook Lopez,1610612751,Brooklyn Nets,1,9,4,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,3,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,36,200794,Paul Millsap,1610612737,Atlanta Hawks,1,8,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,1,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,40,203900,Markel Brown,1610612751,Brooklyn Nets,1,7,47,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,43,201143,Al Horford,1610612737,Atlanta Hawks,1,7,32,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-2,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,47,201960,DeMarre Carroll,1610612737,Atlanta Hawks,1,7,10,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,12,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,58,201960,DeMarre Carroll,1610612737,Atlanta Hawks,1,6,8,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,36,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,60,201572,Brook Lopez,1610612751,Brooklyn Nets,1,5,43,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,81,203544,Pero Antic,1610612737,Atlanta Hawks,1,4,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,168,175,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,94,101127,Jarrett Jack,1610612751,Brooklyn Nets,1,3,22,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,54,102,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,97,101127,Jarrett Jack,1610612751,Brooklyn Nets,1,2,59,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-86,127,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,116,101127,Jarrett Jack,1610612751,Brooklyn Nets,1,1,39,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,0,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,117,201143,Al Horford,1610612737,Atlanta Hawks,1,1,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-109,67,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,130,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,0,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,4,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,132,203471,Dennis Schroder,1610612737,Atlanta Hawks,1,0,27,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,142,2594,Kyle Korver,1610612737,Atlanta Hawks,2,11,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-89,227,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,146,201947,Earl Clark,1610612751,Brooklyn Nets,2,11,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,143,200,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,150,202714,Shelvin Mack,1610612737,Atlanta Hawks,2,10,35,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,6,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,157,201143,Al Horford,1610612737,Atlanta Hawks,2,9,40,Made Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,12,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,163,201152,Thaddeus Young,1610612751,Brooklyn Nets,2,9,18,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,175,2207,Joe Johnson,1610612751,Brooklyn Nets,2,8,37,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-146,135,1,1,20150419,ATL,BKN
Shot Chart Detail,0041400101,188,203118,Mike Scott,1610612737,Atlanta Hawks,2,7,17,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,1,1,1,20150419,ATL,BKN
