GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0040400101,5,406,Shaquille O'Neal,1610612748,Miami Heat,1,11,17,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,8,406,Shaquille O'Neal,1610612748,Miami Heat,1,10,48,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,13,2420,Nenad Krstic,1610612751,New Jersey Nets,1,10,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,176,100,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,22,2243,Brian Scalabrine,1610612751,New Jersey Nets,1,9,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-200,151,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,24,2548,Dwyane Wade,1610612748,Miami Heat,1,8,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,25,2215,Jason Collins,1610612751,New Jersey Nets,1,8,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,204,-6,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,30,1713,Vince Carter,1610612751,New Jersey Nets,1,8,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-6,248,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,35,2215,Jason Collins,1610612751,New Jersey Nets,1,7,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,158,86,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,50,2420,Nenad Krstic,1610612751,New Jersey Nets,1,5,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-187,-23,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,58,2420,Nenad Krstic,1610612751,New Jersey Nets,1,5,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-187,54,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,61,467,Jason Kidd,1610612751,New Jersey Nets,1,4,37,Made Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-39,8,1,1,20050424,MIA,NJN
Shot Chart Detail,0040400101,62,1800,Damon Jones,1610612748,Miami Heat,1,4,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-192,148,1,1,20050424,MIA,NJN
